Timestamp,DroneID,Location,TaskType,TaskDuration(mins),Status,EdgeNode,BlockchainValidated,BatteryLevel(%),Payload(kg)
2025-01-02 11:59:00,DRONE_0070,Sector-D,Traffic Monitoring,69,Pending,EdgeNode_1,No,87,2.43
2025-01-02 12:00:00,DRONE_0017,Sector-A,Delivery,26,Pending,EdgeNode_3,Yes,35,1.59
2025-01-02 12:01:00,DRONE_0089,Sector-D,Emergency Response,68,Completed,EdgeNode_3,No,31,4.97
2025-01-02 12:02:00,DRONE_0028,Sector-C,Emergency Response,72,Completed,EdgeNode_1,Yes,44,1.01
2025-01-02 12:03:00,DRONE_0066,Sector-A,Surveillance,62,In Progress,EdgeNode_4,No,68,1.96
2025-01-02 12:04:00,DRONE_0035,Sector-D,Traffic Monitoring,32,Completed,EdgeNode_3,No,35,3.12
2025-01-02 12:05:00,DRONE_0005,Sector-C,Delivery,116,In Progress,EdgeNode_5,No,21,1.79
2025-01-02 12:06:00,DRONE_0065,Sector-D,Surveillance,82,Failed,EdgeNode_5,No,92,2.42
2025-01-02 12:07:00,DRONE_0040,Sector-C,Mapping,101,Pending,EdgeNode_4,No,96,4.87
2025-01-02 12:08:00,DRONE_0076,Sector-B,Mapping,72,Completed,EdgeNode_5,No,97,2.59
2025-01-02 12:09:00,DRONE_0056,Sector-A,Delivery,110,Pending,EdgeNode_4,No,95,4.56
2025-01-02 12:10:00,DRONE_0036,Sector-A,Delivery,79,In Progress,EdgeNode_5,Yes,54,0.31
2025-01-02 12:11:00,DRONE_0045,Sector-C,Delivery,107,Completed,EdgeNode_1,Yes,41,0.69
2025-01-02 12:12:00,DRONE_0023,Sector-B,Emergency Response,100,Completed,EdgeNode_5,Yes,67,4.73
2025-01-02 12:13:00,DRONE_0047,Sector-D,Delivery,8,Completed,EdgeNode_1,Yes,83,0.73
2025-01-02 12:14:00,DRONE_0031,Sector-B,Mapping,5,Completed,EdgeNode_5,Yes,86,3.71
2025-01-02 12:15:00,DRONE_0011,Sector-D,Delivery,30,Pending,EdgeNode_5,No,41,2.29
2025-01-02 12:16:00,DRONE_0010,Sector-D,Traffic Monitoring,37,Completed,EdgeNode_5,No,92,2.09
2025-01-02 12:17:00,DRONE_0067,Sector-A,Mapping,85,In Progress,EdgeNode_1,Yes,66,3.33
2025-01-02 12:18:00,DRONE_0014,Sector-C,Traffic Monitoring,31,Completed,EdgeNode_5,No,59,3.67
2025-01-02 12:19:00,DRONE_0080,Sector-A,Mapping,46,In Progress,EdgeNode_5,No,72,4.67
2025-01-02 12:20:00,DRONE_0074,Sector-A,Surveillance,73,In Progress,EdgeNode_2,No,22,1.36
2025-01-02 12:21:00,DRONE_0093,Sector-A,Mapping,75,Pending,EdgeNode_1,Yes,25,3.52
2025-01-02 12:22:00,DRONE_0010,Sector-D,Mapping,68,Completed,EdgeNode_3,Yes,33,1.78
2025-01-02 12:23:00,DRONE_0076,Sector-A,Traffic Monitoring,29,In Progress,EdgeNode_4,Yes,77,3.62
2025-01-02 12:24:00,DRONE_0094,Sector-D,Traffic Monitoring,76,Completed,EdgeNode_2,No,26,0.8
2025-01-02 12:25:00,DRONE_0001,Sector-C,Mapping,102,Pending,EdgeNode_5,Yes,48,2.34
2025-01-02 12:26:00,DRONE_0005,Sector-D,Mapping,109,Pending,EdgeNode_3,No,22,1.0
2025-01-02 12:27:00,DRONE_0020,Sector-D,Emergency Response,8,Completed,EdgeNode_3,No,32,1.75
2025-01-02 12:28:00,DRONE_0008,Sector-B,Surveillance,16,In Progress,EdgeNode_5,No,55,3.61
2025-01-02 12:29:00,DRONE_0043,Sector-A,Surveillance,62,Failed,EdgeNode_5,No,57,1.24
2025-01-02 12:30:00,DRONE_0076,Sector-A,Delivery,99,Failed,EdgeNode_2,No,94,3.46
2025-01-02 12:31:00,DRONE_0001,Sector-A,Mapping,15,Pending,EdgeNode_1,Yes,79,2.53
2025-01-02 12:32:00,DRONE_0057,Sector-A,Mapping,105,In Progress,EdgeNode_2,Yes,92,0.55
2025-01-02 12:33:00,DRONE_0064,Sector-B,Mapping,112,Failed,EdgeNode_1,Yes,41,1.99
2025-01-02 12:34:00,DRONE_0084,Sector-B,Mapping,63,In Progress,EdgeNode_3,No,40,4.36
2025-01-02 12:35:00,DRONE_0028,Sector-B,Surveillance,40,Completed,EdgeNode_4,Yes,52,4.95
2025-01-02 12:36:00,DRONE_0037,Sector-B,Traffic Monitoring,113,Pending,EdgeNode_5,Yes,23,1.91
2025-01-02 12:37:00,DRONE_0047,Sector-A,Emergency Response,26,Completed,EdgeNode_2,No,99,0.37
2025-01-02 12:38:00,DRONE_0076,Sector-D,Traffic Monitoring,69,Completed,EdgeNode_3,Yes,63,0.74
2025-01-02 12:39:00,DRONE_0037,Sector-C,Traffic Monitoring,54,Completed,EdgeNode_2,No,20,3.96
2025-01-02 12:40:00,DRONE_0049,Sector-B,Surveillance,8,In Progress,EdgeNode_1,No,81,3.31
2025-01-02 12:41:00,DRONE_0044,Sector-D,Emergency Response,104,Failed,EdgeNode_5,No,98,1.5
2025-01-02 12:42:00,DRONE_0056,Sector-B,Mapping,76,Completed,EdgeNode_1,No,41,2.02
2025-01-02 12:43:00,DRONE_0028,Sector-A,Surveillance,93,Pending,EdgeNode_1,Yes,78,4.07
2025-01-02 12:44:00,DRONE_0079,Sector-A,Surveillance,96,In Progress,EdgeNode_1,Yes,56,2.12
2025-01-02 12:45:00,DRONE_0006,Sector-D,Emergency Response,56,Failed,EdgeNode_3,No,42,3.8
2025-01-02 12:46:00,DRONE_0061,Sector-D,Delivery,106,Completed,EdgeNode_5,Yes,52,1.55
2025-01-02 12:47:00,DRONE_0020,Sector-D,Surveillance,104,Pending,EdgeNode_4,Yes,41,3.65
2025-01-02 12:48:00,DRONE_0078,Sector-A,Traffic Monitoring,104,Completed,EdgeNode_2,No,83,2.39
2025-01-02 12:49:00,DRONE_0002,Sector-A,Traffic Monitoring,47,Failed,EdgeNode_1,No,81,2.77
2025-01-02 12:50:00,DRONE_0073,Sector-C,Mapping,109,Failed,EdgeNode_5,No,73,3.03
2025-01-02 12:51:00,DRONE_0037,Sector-D,Surveillance,50,Completed,EdgeNode_2,Yes,77,2.31
2025-01-02 12:52:00,DRONE_0020,Sector-C,Mapping,8,Completed,EdgeNode_5,Yes,31,2.38
2025-01-02 12:53:00,DRONE_0026,Sector-B,Surveillance,17,In Progress,EdgeNode_2,No,37,1.4
2025-01-02 12:54:00,DRONE_0029,Sector-C,Emergency Response,42,Failed,EdgeNode_5,No,86,4.93
2025-01-02 12:55:00,DRONE_0001,Sector-B,Surveillance,49,Failed,EdgeNode_4,No,79,4.54
2025-01-02 12:56:00,DRONE_0035,Sector-B,Delivery,29,Completed,EdgeNode_5,Yes,20,2.68
2025-01-02 12:57:00,DRONE_0070,Sector-C,Traffic Monitoring,71,Pending,EdgeNode_5,No,39,0.27
2025-01-02 12:58:00,DRONE_0059,Sector-D,Emergency Response,59,Completed,EdgeNode_1,Yes,36,0.93
2025-01-02 12:59:00,DRONE_0069,Sector-B,Traffic Monitoring,100,Completed,EdgeNode_1,No,68,4.28
2025-01-02 13:00:00,DRONE_0033,Sector-D,Mapping,43,Failed,EdgeNode_1,Yes,41,4.66
2025-01-02 13:01:00,DRONE_0051,Sector-A,Emergency Response,69,In Progress,EdgeNode_5,Yes,52,0.89
2025-01-02 13:02:00,DRONE_0078,Sector-B,Delivery,79,Completed,EdgeNode_4,No,45,3.7
2025-01-02 13:03:00,DRONE_0012,Sector-A,Traffic Monitoring,6,Pending,EdgeNode_2,Yes,46,3.15
2025-01-02 13:04:00,DRONE_0020,Sector-C,Surveillance,73,Pending,EdgeNode_1,Yes,79,1.59
2025-01-02 13:05:00,DRONE_0053,Sector-D,Surveillance,90,Completed,EdgeNode_3,Yes,53,2.24
2025-01-02 13:06:00,DRONE_0088,Sector-C,Surveillance,66,Pending,EdgeNode_5,No,99,3.42
2025-01-02 13:07:00,DRONE_0043,Sector-B,Emergency Response,50,Pending,EdgeNode_4,Yes,97,0.6
2025-01-02 13:08:00,DRONE_0098,Sector-A,Delivery,81,Completed,EdgeNode_4,Yes,71,1.03
2025-01-02 13:09:00,DRONE_0089,Sector-B,Delivery,116,Pending,EdgeNode_1,Yes,74,0.26
2025-01-02 13:10:00,DRONE_0050,Sector-C,Delivery,91,Pending,EdgeNode_1,No,80,4.52
2025-01-02 13:11:00,DRONE_0029,Sector-D,Traffic Monitoring,115,Completed,EdgeNode_3,No,69,2.91
2025-01-02 13:12:00,DRONE_0057,Sector-D,Emergency Response,35,Failed,EdgeNode_3,No,82,2.66
2025-01-02 13:13:00,DRONE_0039,Sector-B,Surveillance,103,In Progress,EdgeNode_1,Yes,83,3.56
2025-01-02 13:14:00,DRONE_0095,Sector-B,Traffic Monitoring,106,In Progress,EdgeNode_2,No,33,4.94
2025-01-02 13:15:00,DRONE_0056,Sector-A,Delivery,109,Failed,EdgeNode_1,No,70,0.94
2025-01-02 13:16:00,DRONE_0043,Sector-C,Surveillance,39,Completed,EdgeNode_1,No,46,0.75
2025-01-02 13:17:00,DRONE_0050,Sector-B,Emergency Response,49,Failed,EdgeNode_4,No,59,1.54
2025-01-02 13:18:00,DRONE_0023,Sector-A,Mapping,81,In Progress,EdgeNode_1,Yes,87,4.53
2025-01-02 13:19:00,DRONE_0044,Sector-B,Delivery,58,In Progress,EdgeNode_1,No,28,2.12
2025-01-02 13:20:00,DRONE_0038,Sector-D,Delivery,75,In Progress,EdgeNode_1,No,75,3.99
2025-01-02 13:21:00,DRONE_0084,Sector-A,Delivery,73,In Progress,EdgeNode_2,No,58,1.09
2025-01-02 13:22:00,DRONE_0023,Sector-A,Delivery,33,Completed,EdgeNode_4,No,34,2.52
2025-01-02 13:23:00,DRONE_0045,Sector-B,Surveillance,76,In Progress,EdgeNode_5,Yes,37,0.72
2025-01-02 13:24:00,DRONE_0052,Sector-C,Emergency Response,12,In Progress,EdgeNode_5,Yes,71,2.12
2025-01-02 13:25:00,DRONE_0080,Sector-D,Traffic Monitoring,58,Completed,EdgeNode_5,No,80,1.39
2025-01-02 13:26:00,DRONE_0050,Sector-C,Surveillance,11,Failed,EdgeNode_5,Yes,56,2.79
2025-01-02 13:27:00,DRONE_0008,Sector-A,Emergency Response,87,Completed,EdgeNode_4,Yes,99,3.92
2025-01-02 13:28:00,DRONE_0085,Sector-C,Traffic Monitoring,107,In Progress,EdgeNode_1,No,72,4.7
2025-01-02 13:29:00,DRONE_0001,Sector-A,Delivery,27,Pending,EdgeNode_5,Yes,31,1.49
2025-01-02 13:30:00,DRONE_0008,Sector-C,Emergency Response,104,Completed,EdgeNode_1,No,44,3.74
2025-01-02 13:31:00,DRONE_0029,Sector-B,Delivery,110,Completed,EdgeNode_5,Yes,98,4.44
2025-01-02 13:32:00,DRONE_0096,Sector-C,Emergency Response,36,Failed,EdgeNode_2,No,44,0.71
2025-01-02 13:33:00,DRONE_0005,Sector-A,Mapping,66,In Progress,EdgeNode_1,Yes,40,2.97
2025-01-02 13:34:00,DRONE_0086,Sector-D,Delivery,49,Pending,EdgeNode_4,Yes,26,3.1
2025-01-02 13:35:00,DRONE_0047,Sector-D,Delivery,72,Completed,EdgeNode_2,No,95,1.43
2025-01-02 13:36:00,DRONE_0034,Sector-D,Delivery,34,Completed,EdgeNode_2,Yes,68,0.21
2025-01-02 13:37:00,DRONE_0065,Sector-A,Surveillance,119,Completed,EdgeNode_4,No,58,1.36
2025-01-02 13:38:00,DRONE_0055,Sector-C,Traffic Monitoring,110,Pending,EdgeNode_2,Yes,94,2.97
2025-01-02 13:39:00,DRONE_0090,Sector-D,Delivery,43,Completed,EdgeNode_1,No,68,1.06
2025-01-02 13:40:00,DRONE_0043,Sector-D,Delivery,9,Completed,EdgeNode_3,Yes,53,1.51
2025-01-02 13:41:00,DRONE_0074,Sector-D,Surveillance,71,Pending,EdgeNode_3,Yes,94,3.57
2025-01-02 13:42:00,DRONE_0030,Sector-B,Surveillance,26,Completed,EdgeNode_5,Yes,35,2.05
2025-01-02 13:43:00,DRONE_0082,Sector-A,Mapping,32,Pending,EdgeNode_5,Yes,34,0.42
2025-01-02 13:44:00,DRONE_0017,Sector-A,Emergency Response,26,Failed,EdgeNode_1,Yes,59,2.06
2025-01-02 13:45:00,DRONE_0026,Sector-A,Delivery,90,Pending,EdgeNode_4,No,98,5.0
2025-01-02 13:46:00,DRONE_0008,Sector-A,Emergency Response,102,Failed,EdgeNode_1,No,26,1.38
2025-01-02 13:47:00,DRONE_0047,Sector-A,Surveillance,33,Pending,EdgeNode_5,No,59,1.4
2025-01-02 13:48:00,DRONE_0076,Sector-B,Surveillance,47,In Progress,EdgeNode_2,No,85,0.93
2025-01-02 13:49:00,DRONE_0091,Sector-C,Mapping,46,Completed,EdgeNode_1,Yes,89,1.43
2025-01-02 13:50:00,DRONE_0072,Sector-B,Traffic Monitoring,64,Failed,EdgeNode_1,No,41,2.92
2025-01-02 13:51:00,DRONE_0089,Sector-D,Surveillance,81,Completed,EdgeNode_4,No,78,4.83
2025-01-02 13:52:00,DRONE_0046,Sector-B,Delivery,75,Completed,EdgeNode_5,Yes,24,3.08
2025-01-02 13:53:00,DRONE_0068,Sector-A,Mapping,78,Pending,EdgeNode_1,No,37,2.11
2025-01-02 13:54:00,DRONE_0033,Sector-B,Traffic Monitoring,96,In Progress,EdgeNode_2,Yes,30,2.01
2025-01-02 13:55:00,DRONE_0001,Sector-A,Mapping,72,Pending,EdgeNode_2,No,27,0.22
2025-01-02 13:56:00,DRONE_0019,Sector-B,Surveillance,63,Completed,EdgeNode_3,Yes,39,0.11
2025-01-02 13:57:00,DRONE_0031,Sector-A,Traffic Monitoring,100,Pending,EdgeNode_5,Yes,94,4.01
2025-01-02 13:58:00,DRONE_0080,Sector-D,Emergency Response,90,Failed,EdgeNode_2,Yes,78,2.5
2025-01-02 13:59:00,DRONE_0014,Sector-A,Traffic Monitoring,88,In Progress,EdgeNode_4,No,44,0.26
2025-01-02 14:00:00,DRONE_0053,Sector-B,Delivery,116,Completed,EdgeNode_5,Yes,77,1.5
2025-01-02 14:01:00,DRONE_0048,Sector-D,Emergency Response,88,Pending,EdgeNode_2,No,38,1.85
2025-01-02 14:02:00,DRONE_0069,Sector-B,Emergency Response,10,Failed,EdgeNode_1,Yes,21,3.94
2025-01-02 14:03:00,DRONE_0090,Sector-D,Delivery,77,In Progress,EdgeNode_5,Yes,77,2.23
2025-01-02 14:04:00,DRONE_0062,Sector-C,Emergency Response,32,Pending,EdgeNode_2,Yes,85,3.97
2025-01-02 14:05:00,DRONE_0092,Sector-C,Surveillance,81,Pending,EdgeNode_1,Yes,26,3.21
2025-01-02 14:06:00,DRONE_0066,Sector-C,Traffic Monitoring,35,Completed,EdgeNode_3,Yes,70,0.26
2025-01-02 14:07:00,DRONE_0064,Sector-B,Traffic Monitoring,43,Failed,EdgeNode_5,Yes,52,4.85
2025-01-02 14:08:00,DRONE_0070,Sector-B,Delivery,54,In Progress,EdgeNode_5,No,94,0.99
2025-01-02 14:09:00,DRONE_0063,Sector-D,Surveillance,82,Pending,EdgeNode_2,Yes,32,1.45
2025-01-02 14:10:00,DRONE_0073,Sector-D,Emergency Response,90,In Progress,EdgeNode_3,Yes,29,4.07
2025-01-02 14:11:00,DRONE_0033,Sector-D,Traffic Monitoring,41,Failed,EdgeNode_4,No,78,1.03
2025-01-02 14:12:00,DRONE_0041,Sector-D,Traffic Monitoring,113,Completed,EdgeNode_2,No,57,2.07
2025-01-02 14:13:00,DRONE_0089,Sector-A,Traffic Monitoring,92,Completed,EdgeNode_2,Yes,39,4.34
2025-01-02 14:14:00,DRONE_0048,Sector-C,Traffic Monitoring,76,Completed,EdgeNode_4,Yes,33,3.22
2025-01-02 14:15:00,DRONE_0013,Sector-A,Mapping,19,In Progress,EdgeNode_4,Yes,59,1.58
2025-01-02 14:16:00,DRONE_0073,Sector-A,Delivery,55,In Progress,EdgeNode_4,Yes,26,3.26
2025-01-02 14:17:00,DRONE_0077,Sector-A,Emergency Response,109,Pending,EdgeNode_4,No,88,4.08
2025-01-02 14:18:00,DRONE_0031,Sector-A,Emergency Response,74,Failed,EdgeNode_4,No,25,2.08
2025-01-02 14:19:00,DRONE_0075,Sector-C,Delivery,27,Failed,EdgeNode_1,No,59,2.9
2025-01-02 14:20:00,DRONE_0068,Sector-A,Surveillance,29,Failed,EdgeNode_1,No,72,4.94
2025-01-02 14:21:00,DRONE_0098,Sector-D,Delivery,99,In Progress,EdgeNode_4,No,28,4.83
2025-01-02 14:22:00,DRONE_0004,Sector-B,Traffic Monitoring,50,Completed,EdgeNode_3,Yes,84,2.59
2025-01-02 14:23:00,DRONE_0019,Sector-D,Traffic Monitoring,97,Failed,EdgeNode_3,No,39,0.57
2025-01-02 14:24:00,DRONE_0070,Sector-B,Delivery,27,Pending,EdgeNode_4,Yes,25,3.53
2025-01-02 14:25:00,DRONE_0098,Sector-D,Delivery,14,In Progress,EdgeNode_1,No,96,1.42
2025-01-02 14:26:00,DRONE_0082,Sector-D,Emergency Response,77,Completed,EdgeNode_3,No,58,3.38
2025-01-02 14:27:00,DRONE_0013,Sector-B,Emergency Response,117,Failed,EdgeNode_1,Yes,40,1.82
2025-01-02 14:28:00,DRONE_0023,Sector-C,Mapping,81,Completed,EdgeNode_2,Yes,56,3.62
2025-01-02 14:29:00,DRONE_0083,Sector-A,Mapping,36,Pending,EdgeNode_1,Yes,31,1.9
2025-01-02 14:30:00,DRONE_0075,Sector-D,Traffic Monitoring,117,Failed,EdgeNode_4,Yes,89,4.71
2025-01-02 14:31:00,DRONE_0001,Sector-C,Mapping,55,Failed,EdgeNode_5,Yes,34,0.77
2025-01-02 14:32:00,DRONE_0088,Sector-A,Mapping,113,Completed,EdgeNode_4,Yes,40,0.44
2025-01-02 14:33:00,DRONE_0054,Sector-C,Surveillance,45,In Progress,EdgeNode_2,No,65,3.93
2025-01-02 14:34:00,DRONE_0071,Sector-C,Delivery,69,Completed,EdgeNode_1,No,90,2.07
2025-01-02 14:35:00,DRONE_0089,Sector-A,Emergency Response,69,Pending,EdgeNode_3,No,29,2.38
2025-01-02 14:36:00,DRONE_0085,Sector-D,Mapping,105,Completed,EdgeNode_4,No,85,4.68
2025-01-02 14:37:00,DRONE_0015,Sector-C,Emergency Response,44,Completed,EdgeNode_3,No,95,2.99
2025-01-02 14:38:00,DRONE_0065,Sector-D,Mapping,22,Failed,EdgeNode_1,No,58,3.33
2025-01-02 14:39:00,DRONE_0076,Sector-D,Mapping,40,In Progress,EdgeNode_2,No,41,0.2
2025-01-02 14:40:00,DRONE_0071,Sector-D,Traffic Monitoring,35,In Progress,EdgeNode_4,No,61,3.39
2025-01-02 14:41:00,DRONE_0015,Sector-A,Surveillance,58,In Progress,EdgeNode_3,Yes,25,2.0
2025-01-02 14:42:00,DRONE_0021,Sector-B,Delivery,67,In Progress,EdgeNode_4,No,71,2.36
2025-01-02 14:43:00,DRONE_0019,Sector-D,Delivery,5,Completed,EdgeNode_4,No,56,4.06
2025-01-02 14:44:00,DRONE_0060,Sector-B,Traffic Monitoring,115,Failed,EdgeNode_3,Yes,25,2.67
2025-01-02 14:45:00,DRONE_0093,Sector-B,Traffic Monitoring,56,Failed,EdgeNode_2,Yes,92,4.94
2025-01-02 14:46:00,DRONE_0089,Sector-C,Delivery,104,In Progress,EdgeNode_4,No,48,4.0
2025-01-02 14:47:00,DRONE_0033,Sector-D,Delivery,61,Completed,EdgeNode_2,Yes,88,3.67
2025-01-02 14:48:00,DRONE_0049,Sector-D,Surveillance,13,In Progress,EdgeNode_2,Yes,70,2.98
2025-01-02 14:49:00,DRONE_0096,Sector-D,Mapping,90,In Progress,EdgeNode_1,Yes,96,2.12
2025-01-02 14:50:00,DRONE_0035,Sector-B,Surveillance,96,Failed,EdgeNode_3,Yes,46,0.36
2025-01-02 14:51:00,DRONE_0044,Sector-A,Delivery,94,Failed,EdgeNode_1,No,56,0.19
2025-01-02 14:52:00,DRONE_0090,Sector-B,Mapping,78,In Progress,EdgeNode_5,Yes,65,0.33
2025-01-02 14:53:00,DRONE_0011,Sector-D,Delivery,60,Completed,EdgeNode_1,No,44,4.8
2025-01-02 14:54:00,DRONE_0099,Sector-D,Surveillance,51,In Progress,EdgeNode_4,Yes,56,1.68
2025-01-02 14:55:00,DRONE_0072,Sector-D,Surveillance,7,Failed,EdgeNode_4,Yes,42,3.53
2025-01-02 14:56:00,DRONE_0078,Sector-B,Surveillance,6,Failed,EdgeNode_4,Yes,45,3.01
2025-01-02 14:57:00,DRONE_0074,Sector-D,Mapping,58,Completed,EdgeNode_5,Yes,95,2.9
2025-01-02 14:58:00,DRONE_0066,Sector-C,Emergency Response,41,In Progress,EdgeNode_2,Yes,71,2.94
2025-01-02 14:59:00,DRONE_0046,Sector-D,Emergency Response,60,In Progress,EdgeNode_4,Yes,22,1.58
2025-01-02 15:00:00,DRONE_0009,Sector-A,Delivery,35,Pending,EdgeNode_1,Yes,92,4.44
2025-01-02 15:01:00,DRONE_0003,Sector-C,Mapping,101,In Progress,EdgeNode_2,Yes,98,4.6
2025-01-02 15:02:00,DRONE_0085,Sector-D,Traffic Monitoring,100,Completed,EdgeNode_1,Yes,91,3.26
2025-01-02 15:03:00,DRONE_0026,Sector-C,Emergency Response,111,Failed,EdgeNode_1,No,47,4.33
2025-01-02 15:04:00,DRONE_0072,Sector-D,Mapping,16,Pending,EdgeNode_4,No,99,0.39
2025-01-02 15:05:00,DRONE_0048,Sector-A,Mapping,62,Completed,EdgeNode_1,No,53,0.59
2025-01-02 15:06:00,DRONE_0066,Sector-D,Emergency Response,71,Completed,EdgeNode_5,Yes,84,2.84
2025-01-02 15:07:00,DRONE_0070,Sector-C,Mapping,116,Pending,EdgeNode_2,Yes,48,4.25
2025-01-02 15:08:00,DRONE_0028,Sector-A,Mapping,30,In Progress,EdgeNode_4,Yes,23,1.65
2025-01-02 15:09:00,DRONE_0093,Sector-B,Emergency Response,82,Pending,EdgeNode_4,No,87,2.79
2025-01-02 15:10:00,DRONE_0026,Sector-A,Surveillance,16,Completed,EdgeNode_1,Yes,81,0.15
2025-01-02 15:11:00,DRONE_0025,Sector-A,Delivery,94,In Progress,EdgeNode_1,No,57,4.93
2025-01-02 15:12:00,DRONE_0012,Sector-A,Traffic Monitoring,20,Failed,EdgeNode_3,No,86,3.86
2025-01-02 15:13:00,DRONE_0005,Sector-C,Delivery,57,Pending,EdgeNode_3,Yes,21,1.87
2025-01-02 15:14:00,DRONE_0098,Sector-A,Surveillance,76,Completed,EdgeNode_4,No,95,4.92
2025-01-02 15:15:00,DRONE_0048,Sector-D,Surveillance,53,In Progress,EdgeNode_4,Yes,63,0.55
2025-01-02 15:16:00,DRONE_0037,Sector-A,Mapping,53,Completed,EdgeNode_1,No,98,2.37
2025-01-02 15:17:00,DRONE_0079,Sector-A,Delivery,96,In Progress,EdgeNode_5,Yes,51,0.39
2025-01-02 15:18:00,DRONE_0044,Sector-D,Surveillance,11,In Progress,EdgeNode_5,Yes,22,1.74
2025-01-02 15:19:00,DRONE_0100,Sector-D,Delivery,19,Pending,EdgeNode_1,Yes,36,1.17
2025-01-02 15:20:00,DRONE_0015,Sector-B,Surveillance,109,Failed,EdgeNode_3,Yes,31,1.65
2025-01-02 15:21:00,DRONE_0043,Sector-A,Traffic Monitoring,40,In Progress,EdgeNode_3,Yes,83,4.74
2025-01-02 15:22:00,DRONE_0048,Sector-C,Surveillance,76,Completed,EdgeNode_5,No,82,2.19
2025-01-02 15:23:00,DRONE_0087,Sector-A,Delivery,78,In Progress,EdgeNode_4,Yes,97,1.69
2025-01-02 15:24:00,DRONE_0070,Sector-A,Mapping,19,Failed,EdgeNode_1,Yes,91,3.24
2025-01-02 15:25:00,DRONE_0046,Sector-D,Delivery,66,Completed,EdgeNode_4,No,60,3.45
2025-01-02 15:26:00,DRONE_0043,Sector-B,Emergency Response,22,In Progress,EdgeNode_3,No,21,4.92
2025-01-02 15:27:00,DRONE_0021,Sector-A,Delivery,50,In Progress,EdgeNode_5,Yes,72,2.78
2025-01-02 15:28:00,DRONE_0023,Sector-C,Traffic Monitoring,105,Pending,EdgeNode_4,No,53,3.79
2025-01-02 15:29:00,DRONE_0080,Sector-A,Traffic Monitoring,109,Failed,EdgeNode_3,Yes,93,1.97
2025-01-02 15:30:00,DRONE_0047,Sector-C,Traffic Monitoring,113,In Progress,EdgeNode_3,Yes,59,0.94
2025-01-02 15:31:00,DRONE_0015,Sector-D,Surveillance,65,Failed,EdgeNode_3,Yes,90,2.21
2025-01-02 15:32:00,DRONE_0025,Sector-B,Traffic Monitoring,119,In Progress,EdgeNode_4,No,84,2.15
2025-01-02 15:33:00,DRONE_0036,Sector-A,Delivery,47,Completed,EdgeNode_2,Yes,74,2.16
2025-01-02 15:34:00,DRONE_0075,Sector-B,Mapping,48,Failed,EdgeNode_5,Yes,93,3.51
2025-01-02 15:35:00,DRONE_0051,Sector-A,Traffic Monitoring,103,Completed,EdgeNode_3,Yes,70,2.09
2025-01-02 15:36:00,DRONE_0015,Sector-C,Delivery,70,Failed,EdgeNode_4,Yes,24,4.78
2025-01-02 15:37:00,DRONE_0068,Sector-B,Surveillance,59,Completed,EdgeNode_1,Yes,75,4.92
2025-01-02 15:38:00,DRONE_0021,Sector-A,Surveillance,90,In Progress,EdgeNode_5,Yes,40,2.66
2025-01-02 15:39:00,DRONE_0013,Sector-D,Mapping,83,Completed,EdgeNode_1,Yes,77,2.84
2025-01-02 15:40:00,DRONE_0086,Sector-C,Mapping,105,Completed,EdgeNode_1,No,92,2.1
2025-01-02 15:41:00,DRONE_0019,Sector-B,Delivery,43,In Progress,EdgeNode_4,Yes,50,1.84
2025-01-02 15:42:00,DRONE_0034,Sector-A,Mapping,104,Failed,EdgeNode_2,Yes,65,4.93
2025-01-02 15:43:00,DRONE_0078,Sector-B,Mapping,9,Completed,EdgeNode_4,Yes,46,0.3
2025-01-02 15:44:00,DRONE_0068,Sector-A,Surveillance,61,Pending,EdgeNode_4,No,89,2.11
2025-01-02 15:45:00,DRONE_0052,Sector-C,Delivery,116,Pending,EdgeNode_5,No,50,0.84
2025-01-02 15:46:00,DRONE_0027,Sector-D,Mapping,19,Completed,EdgeNode_4,Yes,60,3.66
2025-01-02 15:47:00,DRONE_0029,Sector-C,Delivery,95,Completed,EdgeNode_5,Yes,64,1.05
2025-01-02 15:48:00,DRONE_0028,Sector-B,Traffic Monitoring,20,Completed,EdgeNode_3,No,55,4.43
2025-01-02 15:49:00,DRONE_0035,Sector-B,Surveillance,61,Failed,EdgeNode_5,Yes,21,1.93
2025-01-02 15:50:00,DRONE_0008,Sector-A,Surveillance,104,In Progress,EdgeNode_4,Yes,81,4.59
2025-01-02 15:51:00,DRONE_0016,Sector-C,Surveillance,106,Pending,EdgeNode_3,Yes,40,4.93
2025-01-02 15:52:00,DRONE_0036,Sector-A,Emergency Response,86,Pending,EdgeNode_3,Yes,53,3.88
2025-01-02 15:53:00,DRONE_0030,Sector-C,Delivery,103,Failed,EdgeNode_2,No,32,3.15
2025-01-02 15:54:00,DRONE_0018,Sector-B,Traffic Monitoring,29,Completed,EdgeNode_4,Yes,38,0.83
2025-01-02 15:55:00,DRONE_0002,Sector-A,Mapping,26,Completed,EdgeNode_1,No,52,4.67
2025-01-02 15:56:00,DRONE_0049,Sector-A,Traffic Monitoring,35,In Progress,EdgeNode_4,Yes,68,3.91
2025-01-02 15:57:00,DRONE_0077,Sector-C,Delivery,105,In Progress,EdgeNode_1,No,22,1.51
2025-01-02 15:58:00,DRONE_0004,Sector-D,Surveillance,38,Pending,EdgeNode_2,Yes,57,2.4
